+,109_h6033,400190,rep
+,111_hr1383,400111,rep
+,108_h4363,400149,rep
+,110_hr1173,400118,rep
+,108_h4363,400187,rep
-,106_h4733,400140,rep
-,110_hr793,400144,rep
+,108_hr853,400171,rep
+,108_h5213,400131,rep
+,108_h4613,400155,rep
+,105_hr463,400143,rep
+,108_hj73,400172,rep
+,108_hr853,400123,rep
-,108_h273,400131,rep
0,111_h3763,400163,rep
+,110_h3403,400141,rep
+,108_h3493,400121,rep
+,105_hc133,400154,rep
0,108_h3493,400188,rep
+,111_h3183,400183,rep
-,106_hr423,400110,rep
+,106_h4733,400130,rep
+,108_h2673,400191,rep
+,111_hr1613,400122,rep
+,106_hr303,400153,rep
+,102_h4323,400126,rep
+,110_hr553,400169,rep
+,110_h3043,400185,rep
-,103_h3,400188,rep
-,106_hr323,400138,rep
+,110_h5563,400101,rep
+,109_h2563,400174,rep
+,109_h3283,400141,rep
-,108_h3313,400146,rep
+,111_h1253,400160,rep
-,106_h2723,400119,rep
+,110_h1423,400100,rep
+,109_h5143,400160,rep
+,106_hc253,400186,rep
+,108_h923,400126,rep
+,109_s403,400196,rep
-,105_hr193,400146,rep
+,111_s3473,400155,rep
+,111_h1933,400108,rep
+,110_hr1323,400100,rep
+,109_h5683,400108,rep
+,106_hr503,400180,rep
+,110_hr1243,400182,rep
+,108_hc83,400162,rep
+,106_s2323,400176,rep
+,110_hr923,400195,rep
+,106_h3073,400179,rep
+,110_hr383,400193,rep
-,108_h4663,400152,rep
-,106_h193,400127,rep
+,109_hr723,400159,rep
-,111_hr903,400147,rep
+,108_h743,400130,rep
+,105_h2863,400154,rep
+,106_hr253,400124,rep
+,111_h3183,400162,rep
+,106_s613,400118,rep
+,110_hr553,400183,rep
+,109_hr703,400130,rep
-,108_h4323,400109,rep
+,106_hr303,400107,rep
-,110_h2643,400107,rep
+,108_h273,400165,rep
-,106_h3073,400170,rep
+,110_h3773,400160,rep
+,108_s23,400192,rep
+,110_hr1173,400163,rep
+,110_h4253,400171,rep
+,111_hr413,400140,rep
+,110_h1343,400149,rep
0,106_hr263,400109,rep
+,108_hr713,400148,rep
+,109_h3,400115,rep
+,111_hr1613,400121,rep
+,108_h3733,400139,rep
+,110_hr553,400129,rep
+,108_hj73,400143,rep
0,105_h2343,400170,rep
-,106_hj103,400115,rep
+,109_h4893,400123,rep
+,106_h3293,400126,rep
-,109_h3893,400130,rep
+,111_hr273,400110,rep
+,111_hr1613,400115,rep
+,110_hc203,400120,rep
+,109_h1053,400109,rep
+,110_hr1063,400191,rep
+,108_h2443,400116,rep
+,108_s703,400176,rep
+,109_h1053,400168,rep
+,103_h4003,400191,rep
+,110_h3963,400163,rep
-,108_h5183,400141,rep
+,109_h323,400187,rep
+,110_h4343,400120,rep
+,108_hr423,400121,rep
0,110_h1483,400151,rep
+,106_h833,400188,rep
-,111_h5993,400165,rep
+,105_hr573,400148,rep
+,105_h2493,400182,rep
+,111_h3993,400183,rep
+,110_h4253,400120,rep
+,105_h2203,400187,rep
-,105_h2883,400143,rep
+,108_h4663,400182,rep
+,108_hc373,400136,rep
-,111_h4003,400196,rep
0,110_s2403,400149,rep
-,106_hr563,400193,rep
+,109_hr23,400100,rep
-,105_h4193,400127,rep
+,111_hr1713,400199,rep
+,110_h6853,400172,rep
+,110_h3093,400121,rep
+,108_s23,400120,rep
+,111_hr43,400108,rep
0,110_hr1363,400160,rep
+,110_h1483,400101,rep
-,102_h3603,400188,rep
+,111_hr1613,400103,rep
+,111_h1243,400152,rep
+,105_hr463,400140,rep
+,108_h2993,400151,rep
-,105_h2003,400160,rep
+,111_h1253,400162,rep
+,109_h6033,400125,rep
+,103_h2493,400118,rep
+,108_hr453,400101,rep
-,110_hr1253,400127,rep
+,108_h5183,400129,rep
+,110_h1873,400177,rep
+,110_h4343,400140,rep
+,108_hr213,400179,rep
+,105_h2883,400115,rep
-,103_h4003,400169,rep
+,109_h1973,400149,rep
+,106_h193,400153,rep
+,109_hr553,400144,rep
+,108_h2443,400144,rep
-,109_hr623,400138,rep
-,108_hc393,400143,rep
-,108_h4503,400149,rep
+,106_h193,400198,rep
-,106_hr253,400129,rep
+,110_hr643,400120,rep
+,106_s613,400187,rep
+,111_h1933,400141,rep
+,110_hr273,400157,rep
+,108_h3193,400157,rep
-,103_h4453,400117,rep
+,110_h6633,400114,rep
-,109_hc483,400103,rep
0,110_s793,400131,rep
+,105_h2183,400124,rep
+,111_hr863,400176,rep
+,102_h2893,400144,rep
-,108_h1463,400102,rep
+,111_hr43,400152,rep
+,105_h1853,400166,rep
+,106_s613,400160,rep
+,101_h1463,400165,rep
+,110_hr933,400109,rep
+,108_h3783,400137,rep
+,111_hc123,400137,rep
+,108_hr453,400196,rep
+,106_h3313,400197,rep
+,110_h1483,400193,rep
+,111_h5873,400157,rep
+,106_h853,400144,rep
+,109_hr803,400176,rep
+,110_hr1253,400125,rep
0,110_hr923,400113,rep
-,110_h3093,400141,rep
-,108_h4323,400184,rep
+,110_h6003,400195,rep
+,110_h3043,400103,rep
+,108_hr853,400100,rep
+,105_h1663,400165,rep
+,111_h5133,400114,rep
+,106_h3073,400173,rep
+,106_h4163,400193,rep
+,111_hc123,400199,rep
+,109_h2123,400165,rep
+,108_h5183,400120,rep
+,105_h4103,400170,rep
+,108_h4363,400184,rep
+,111_s1793,400147,rep
+,111_h5993,400154,rep
+,108_h5213,400125,rep
+,110_h2563,400151,rep
+,111_hr183,400133,rep
+,110_h493,400122,rep
+,110_hc293,400199,rep
+,105_s2133,400104,rep
+,111_h4853,400189,rep
-,109_h5013,400120,rep
+,111_h5623,400185,rep
+,110_hr643,400193,rep
+,105_hr463,400189,rep
+,109_h6033,400134,rep
+,111_hr1313,400154,rep
+,101_s933,400122,rep
+,111_hr1083,400109,rep
+,105_h1853,400160,rep
+,111_hr853,400170,rep
+,111_hr783,400102,rep
+,109_hr323,400147,rep
+,108_hr433,400183,rep
+,105_hc133,400182,rep
+,111_h1253,400145,rep
+,108_h3493,400167,rep
+,106_h5203,400104,rep
-,106_hr503,400189,rep
+,110_s2403,400193,rep
+,105_hc213,400183,rep
+,108_hc373,400137,rep
+,110_hc203,400171,rep
+,110_h523,400142,rep
+,111_s1963,400140,rep
0,109_hr703,400139,rep
0,105_hr393,400150,rep
+,105_hr433,400169,rep
-,110_h3043,400180,rep
-,109_hr623,400170,rep
0,108_hr713,400141,rep
+,111_hr413,400171,rep
+,111_s1793,400145,rep
+,102_h3603,400140,rep
+,105_hc133,400116,rep
+,105_s1733,400144,rep
+,108_hr723,400117,rep
+,108_s273,400167,rep
+,108_h273,400101,rep
+,109_hr23,400122,rep
-,110_hr1173,400196,rep
+,108_h3493,400148,rep
+,110_hr943,400147,rep
+,111_hc323,400119,rep
-,111_h1913,400116,rep
0,108_hc423,400197,rep
+,105_h3433,400192,rep
+,111_h813,400141,rep
+,111_hc163,400196,rep
-,106_hr503,400155,rep
-,105_h4193,400187,rep
+,103_h2333,400100,rep
+,108_h1533,400154,rep
+,110_h2693,400120,rep
0,110_h513,400162,rep
+,105_s1733,400199,rep
-,108_hc393,400162,rep
+,106_h673,400103,rep
+,105_h643,400102,rep
+,110_hc283,400177,rep
+,106_h1883,400139,rep
+,109_h2563,400150,rep
+,106_h5203,400182,rep
+,110_h5803,400111,rep
+,110_h6633,400110,rep
+,109_h2563,400142,rep
+,105_s2073,400104,rep
-,105_hr193,400133,rep
+,109_hr343,400155,rep
+,110_h4343,400162,rep
+,110_h3773,400163,rep
+,106_h3843,400176,rep
+,108_s763,400182,rep
+,109_h683,400171,rep
-,102_s3,400180,rep
-,108_hc393,400125,rep
+,108_hc83,400171,rep
+,108_h5183,400199,rep
+,109_hr673,400189,rep
+,110_hr493,400189,rep
+,110_h1343,400114,rep
+,110_h3,400186,rep
+,111_hr573,400155,rep
+,111_hr413,400111,rep
-,106_hj103,400129,rep
0,111_hr593,400122,rep
+,111_hr893,400155,rep
+,111_s1793,400108,rep
+,106_s2943,400124,rep
+,110_h523,400108,rep
-,103_h2493,400174,rep
+,108_s703,400149,rep
0,111_hc293,400129,rep
-,110_hr1363,400121,rep
+,108_h743,400112,rep
+,105_h3433,400119,rep
+,106_hr273,400161,rep
+,111_hr1103,400144,rep
-,108_hc393,400122,rep
-,111_hc223,400175,rep
+,111_hr1133,400165,rep
+,108_hc53,400176,rep
0,110_hr933,400131,rep
0,105_s1733,400171,rep
+,111_hr1383,400179,rep
+,108_h2673,400155,rep
+,111_hr1133,400162,rep
-,105_h1003,400140,rep
+,111_s3473,400171,rep
0,111_h2423,400121,rep
-,110_hr403,400142,rep
0,109_hr23,400191,rep
+,106_s613,400123,rep
-,109_h503,400185,rep
-,110_hr403,400191,rep
+,111_sc43,400176,rep
+,111_hr1173,400129,rep
+,105_hr463,400104,rep
+,109_h1053,400140,rep
+,108_hr153,400159,rep
+,105_h3433,400179,rep
+,108_hr853,400179,rep
+,103_h3433,400189,rep
+,111_h1253,400163,rep
+,110_hr203,400170,rep
-,110_hr533,400119,rep
-,110_h1873,400134,rep
+,109_hr343,400116,rep
+,110_h6983,400137,rep
+,111_hr1203,400111,rep
-,110_hr383,400113,rep
+,105_hc213,400126,rep
+,111_hr573,400122,rep
+,110_hr1323,400182,rep
+,105_h3853,400198,rep
+,110_hr233,400151,rep
+,108_h4503,400141,rep
+,110_h513,400133,rep
+,111_hr43,400175,rep
+,111_hr1513,400199,rep
+,110_hc193,400196,rep
+,111_h1243,400193,rep
+,105_h3433,400178,rep
0,110_h6853,400199,rep
+,110_h1773,400170,rep
+,109_hc483,400121,rep
+,111_hr673,400133,rep
+,110_hr453,400130,rep
-,111_h4003,400151,rep
+,101_s933,400189,rep
+,108_h1683,400156,rep
+,110_h1143,400198,rep
+,105_h2863,400183,rep
+,106_h4033,400188,rep
-,106_h853,400146,rep
+,110_hr1173,400120,rep
-,108_h4503,400133,rep
+,106_s2323,400123,rep
+,111_hr863,400189,rep
+,111_hr83,400107,rep
+,110_hr923,400139,rep
+,111_h5993,400158,rep
-,110_h5563,400144,rep
+,106_s2323,400180,rep
+,109_h4893,400100,rep
-,103_h2473,400116,rep
+,106_hr443,400159,rep
+,110_hr453,400101,rep
+,109_h1053,400116,rep
+,108_s23,400122,rep
+,106_hr323,400104,rep
+,111_h3763,400107,rep
0,106_s2943,400194,rep
+,105_h4193,400149,rep
+,111_h5623,400125,rep
0,111_h5873,400124,rep
+,108_s763,400148,rep
+,108_hc83,400166,rep
+,111_hr1313,400124,rep
+,109_hr523,400198,rep
0,105_h1003,400133,rep
+,108_hr713,400152,rep
+,110_hr403,400183,rep
-,108_h4323,400100,rep
+,108_h3733,400194,rep
+,111_hr573,400103,rep
+,110_hr963,400100,rep
+,108_h923,400162,rep
+,105_h2493,400180,rep
-,109_s403,400129,rep
-,109_h1053,400153,rep
+,110_h523,400134,rep
+,110_hr1063,400129,rep
+,105_h2813,400129,rep
+,110_h6633,400199,rep
+,108_h923,400186,rep
+,108_hr213,400195,rep
+,109_hr193,400184,rep
+,109_hr323,400137,rep
+,106_s2323,400146,rep
+,108_s3,400154,rep
+,111_hr43,400134,rep
+,110_h6493,400121,rep
+,111_hr1103,400154,rep
-,103_h2333,400116,rep
+,110_h523,400162,rep
+,111_hr83,400125,rep
0,108_h1463,400197,rep
+,111_hr653,400162,rep
+,110_hc193,400140,rep
+,108_h5213,400197,rep
+,109_hr803,400123,rep
+,110_hr1433,400152,rep
-,110_h1593,400165,rep
+,110_hc193,400199,rep
+,106_hr433,400163,rep
+,110_hr293,400121,rep
+,110_hr683,400170,rep
+,110_h5613,400160,rep
+,108_hr723,400146,rep
+,110_h1343,400195,rep
+,108_hr423,400150,rep
-,109_h5683,400120,rep
+,106_s613,400117,rep
+,110_h6003,400157,rep
+,105_hr143,400123,rep
+,111_h4543,400115,rep
+,110_hr1133,400124,rep
+,105_hr433,400124,rep
-,109_hc483,400170,rep
-,108_h4513,400198,rep
-,110_hr1253,400113,rep
+,105_hr563,400171,rep
+,108_h5183,400195,rep
+,111_hr103,400199,rep
+,109_hr673,400178,rep
-,102_hr423,400169,rep
+,106_s613,400140,rep
-,108_hj83,400110,rep
+,106_h3073,400197,rep
-,111_h4853,400124,rep
+,111_hr1613,400145,rep
+,111_hr653,400103,rep
+,108_h2143,400111,rep
+,110_h1553,400166,rep
+,111_h5873,400101,rep
+,108_h4053,400198,rep
+,101_h4323,400155,rep
-,106_hr563,400133,rep
0,108_hr213,400161,rep
+,110_hr1113,400170,rep
+,108_h1463,400175,rep
+,110_h4253,400144,rep
+,106_s613,400115,rep
+,108_h273,400148,rep
+,105_hc213,400150,rep
+,111_hr1543,400129,rep
+,108_h2443,400105,rep
+,108_h1683,400144,rep
+,109_hr523,400178,rep
+,111_hc93,400124,rep
+,110_hr943,400102,rep
+,110_hc293,400140,rep
+,108_h4613,400179,rep
+,105_h2343,400156,rep
+,109_hr523,400186,rep
+,109_hr673,400100,rep
+,108_h4613,400117,rep
-,111_h4853,400162,rep
+,110_hr963,400109,rep
+,111_h813,400154,rep
+,109_h2563,400166,rep
+,109_h5683,400159,rep
+,111_hc163,400107,rep
+,111_h813,400189,rep
+,110_h1423,400124,rep
+,111_hr903,400199,rep
+,110_h5563,400140,rep
+,108_h5183,400172,rep
-,111_h3123,400134,rep
+,108_hc413,400149,rep
+,101_h3533,400110,rep
+,108_h923,400144,rep
-,106_h2723,400164,rep
+,109_h3673,400158,rep
+,105_h1003,400129,rep
+,106_s2323,400126,rep
-,105_hr143,400106,rep
-,111_hc293,400141,rep
+,110_hr1253,400109,rep
+,110_h523,400171,rep
+,105_s2073,400136,rep
+,108_h3873,400125,rep
-,108_s3,400162,rep
+,108_hr713,400151,rep
+,105_h3853,400160,rep
+,111_h5873,400125,rep
+,109_hr803,400130,rep
+,109_hr23,400158,rep
-,109_h2123,400170,rep
+,108_h4613,400147,rep
+,111_hr893,400130,rep
-,110_h3093,400145,rep
+,108_h3723,400194,rep
+,108_hc403,400140,rep
+,111_h813,400157,rep
+,110_h6493,400134,rep
+,105_h1663,400117,rep
+,104_hj123,400122,rep
+,105_hr433,400112,rep
+,111_h5133,400110,rep
+,108_h13,400127,rep
+,108_hc423,400122,rep
-,110_h3963,400175,rep
+,108_h3193,400196,rep
+,109_hc483,400139,rep
+,110_hr233,400140,rep
-,102_h4323,400156,rep
+,110_hr43,400172,rep
-,108_hc393,400186,rep
+,108_hc423,400111,rep
+,108_h4363,400137,rep
+,111_hr1313,400109,rep
+,106_h573,400136,rep
+,105_h2813,400169,rep
+,105_h4103,400160,rep
-,105_h2493,400186,rep
+,108_h5183,400127,rep
+,110_h1593,400170,rep
+,106_hr443,400150,rep
+,111_hr1133,400185,rep
+,108_h5183,400140,rep
+,110_h6003,400111,rep
0,105_hr393,400199,rep
+,106_s613,400103,rep
+,109_h6033,400187,rep
+,110_hr963,400101,rep
-,108_s3,400120,rep
+,110_hr1133,400153,rep
+,111_h813,400199,rep
+,108_h663,400124,rep
+,110_h493,400111,rep
+,106_h673,400194,rep
0,109_h683,400197,rep
+,111_h5013,400179,rep
+,110_h1423,400177,rep
+,109_hr723,400147,rep
+,102_hr423,400165,rep
+,110_h1343,400152,rep
+,108_h13,400172,rep
-,105_h2003,400118,rep
+,109_h4843,400102,rep
+,110_h6003,400170,rep
-,106_hr423,400140,rep
+,111_h2423,400185,rep
+,106_h1883,400182,rep
+,109_hr343,400127,rep
+,109_hr193,400111,rep
+,110_hr533,400101,rep
-,105_h3963,400125,rep
+,110_hc293,400122,rep
0,108_h4503,400107,rep
-,108_s3,400122,rep
+,102_h3553,400126,rep
+,111_hr43,400166,rep
-,111_hr653,400142,rep
+,108_s763,400160,rep
+,108_hc423,400118,rep
+,108_h1533,400116,rep
+,110_hr43,400171,rep
+,108_hr423,400173,rep
+,105_h4103,400119,rep
-,101_h4653,400191,rep
+,109_h3,400110,rep
+,108_s23,400119,rep
+,108_h4053,400129,rep
+,109_h3,400147,rep
+,101_h2273,400116,rep
0,108_s23,400144,rep
-,106_h193,400113,rep
+,105_h1853,400192,rep
+,109_h2863,400116,rep
-,101_h3533,400192,rep
+,110_hr923,400111,rep
-,106_hr273,400103,rep
+,109_h4973,400137,rep
-,106_hr263,400186,rep
+,108_sc43,400103,rep
+,106_s613,400122,rep
+,106_hr263,400188,rep
+,111_h1053,400119,rep
-,105_s2133,400153,rep
-,109_h513,400186,rep
+,110_h6493,400103,rep
+,110_hc193,400145,rep
+,106_h3293,400198,rep
+,106_h4163,400194,rep
+,108_h1683,400104,rep
+,108_hc13,400139,rep
+,111_hr1003,400170,rep
+,108_h253,400151,rep
+,108_hc53,400141,rep
+,108_h2443,400157,rep
0,108_s703,400187,rep
+,105_h643,400153,rep
+,108_hc413,400178,rep
+,109_h2863,400180,rep
-,110_hr453,400150,rep
+,106_hr423,400173,rep
+,110_h523,400130,rep
+,111_h1933,400115,rep
-,111_h4853,400170,rep
+,108_hc373,400125,rep
-,106_hj103,400178,rep
+,108_h743,400184,rep
+,105_h1663,400160,rep
+,108_hj73,400142,rep
-,110_h3963,400108,rep
+,110_hr1133,400175,rep
-,108_h4513,400122,rep
0,110_hr273,400118,rep
+,110_s793,400114,rep
+,111_h813,400140,rep
+,108_s703,400101,rep
+,106_h3313,400106,rep
+,106_hc253,400174,rep
+,105_hc213,400115,rep
+,108_h4613,400145,rep
+,108_h5183,400105,rep
+,105_s1733,400188,rep
+,110_hr1243,400177,rep
+,108_hr653,400195,rep
+,110_hr1113,400149,rep
+,109_hr23,400111,rep
0,109_h1973,400167,rep
+,110_hr1063,400177,rep
+,108_h4503,400173,rep
+,105_hr393,400142,rep
-,105_hr383,400160,rep
+,110_h1773,400141,rep
+,110_hr933,400149,rep
+,111_hr1173,400147,rep
+,110_hr493,400166,rep
+,106_hr303,400188,rep
+,108_hc13,400197,rep
+,110_hr663,400149,rep
+,108_hr433,400133,rep
0,106_hr433,400157,rep
+,110_hr1133,400119,rep
-,111_h4853,400111,rep
+,110_h1143,400172,rep
+,109_hr553,400174,rep
+,110_h363,400102,rep
+,111_hc123,400115,rep
+,110_h3963,400121,rep
+,108_hr433,400190,rep
-,110_hr1173,400175,rep
+,109_h5253,400142,rep
+,110_h3403,400116,rep
+,108_s3,400135,rep
+,110_h513,400142,rep
+,111_h5873,400142,rep
-,111_hr853,400142,rep
+,109_h323,400198,rep
+,109_h503,400152,rep
+,108_h3733,400111,rep
+,111_h5993,400145,rep
+,110_hr493,400127,rep
+,110_h3793,400157,rep
+,111_hr1313,400108,rep
+,109_h683,400132,rep
+,111_hr273,400163,rep
+,108_h3783,400105,rep
+,101_h4793,400109,rep
+,108_hr213,400170,rep
+,109_h3283,400108,rep
-,109_hc483,400120,rep
+,108_h663,400123,rep
+,108_h4053,400193,rep
+,108_sc43,400125,rep
+,110_h1593,400107,rep
+,105_h2343,400183,rep
-,106_hr103,400111,rep
+,110_hr1253,400199,rep
+,110_h5803,400118,rep
+,110_hr43,400162,rep
-,109_h5683,400184,rep
+,111_h4773,400165,rep
-,106_hr503,400186,rep
-,103_h2403,400118,rep
+,110_h1873,400133,rep
-,109_h513,400130,rep
+,106_h4033,400125,rep
+,110_hr643,400198,rep
+,110_hc203,400178,rep
0,111_hr183,400162,rep
+,108_h663,400108,rep
+,101_h4653,400188,rep
0,108_h3723,400140,rep
-,103_h2333,400174,rep
0,111_hr1713,400151,rep
0,108_s703,400118,rep
+,106_h3293,400111,rep
+,106_hr443,400154,rep
+,111_hc223,400125,rep
+,108_h2993,400168,rep
+,111_h1933,400178,rep
+,106_h3073,400124,rep
+,110_h523,400118,rep
+,106_s2943,400187,rep
+,108_hc83,400188,rep
+,111_hr1513,400165,rep
+,111_h5133,400144,rep
+,106_h573,400140,rep
+,109_hr723,400110,rep
+,110_h4253,400165,rep
+,108_sc43,400185,rep
+,108_hc403,400148,rep
+,111_h5873,400176,rep
+,111_h1253,400142,rep
-,105_h3963,400199,rep
+,108_h4613,400103,rep
+,111_hr543,400165,rep
+,111_hc163,400179,rep
+,110_hr923,400124,rep
+,111_s1793,400162,rep
+,111_h4213,400109,rep
-,105_h2493,400160,rep
+,108_h2143,400136,rep
+,105_h2863,400127,rep
+,110_hr553,400141,rep
+,111_hr43,400165,rep
-,105_hr563,400153,rep
+,109_h513,400147,rep
+,111_h3123,400157,rep
0,110_s2403,400107,rep
+,111_h1053,400118,rep
+,108_s703,400131,rep
+,108_h3493,400184,rep
+,111_hc323,400178,rep
+,110_h3093,400184,rep
+,109_hr703,400142,rep
+,110_h3963,400199,rep
+,111_hr1103,400129,rep
+,110_h3093,400142,rep
+,111_s1793,400102,rep
+,106_h1993,400186,rep
+,109_hr553,400139,rep
+,105_h2343,400180,rep
+,111_h1253,400185,rep
+,110_hr493,400111,rep
+,111_hr1003,400130,rep
+,110_hc283,400154,rep
+,108_hr453,400163,rep
+,111_h813,400134,rep
+,108_hc373,400124,rep
+,103_h4003,400166,rep
